lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_beta,sigma_beta,depth_true_i1.1,depth_true_i1.2,depth_true_i1.3,depth_true_i1.4,depth_true_i1.5,depth_true_i1.6,depth_true_i1.7,depth_true_i1.8,depth_true_i1.9,depth_true_i1.10,delta_depth.1,delta_depth.2,delta_depth.3,delta_depth.4,delta_depth.5,delta_depth.6,delta_depth.7,delta_depth.8,delta_depth.9,delta_depth.10,depth_true_i2.1,depth_true_i2.2,depth_true_i2.3,depth_true_i2.4,depth_true_i2.5,depth_true_i2.6,depth_true_i2.7,depth_true_i2.8,depth_true_i2.9,depth_true_i2.10,growth.1,growth.2,growth.3,growth.4,growth.5,growth.6,growth.7,growth.8,growth.9,growth.10,CGR_pp
# Adaptation terminated
# Step size = 0.243333
# Diagonal elements of inverse mass matrix:
# 0.0212545, 0.170158, 0.0125525, 0.0189936, 0.00187311, 0.00716267, 0.000546069, 0.0732637, 0.495149, 0.00251012, 0.00535968, 0.00384929, 0.0507979, 0.0243488, 0.0179938, 0.151209, 0.0278725, 0.022268, 0.0383705, 0.0458458, 0.0753044, 0.0289028
7.85717,0.944978,0.243333,4,15,0,1.08575,-0.101964,0.303242,3.46499,4.37318,11.1726,5.75216,18.7678,1.86896,1.52482,7.98062,6.10169,7.81026,2.86172,2.92009,3.47627,3.57349,3.35108,3.38367,1.316,2.89547,1.69705,2.97232,6.32671,7.29328,14.6489,9.32565,22.1189,5.25263,2.84082,10.8761,7.79874,10.7826,0.953906,0.973365,1.15876,1.19116,1.11703,1.12789,0.438668,0.965158,0.565684,0.990775,1.3789
5.65732,0.999751,0.243333,4,15,0,1.97193,-0.0687805,0.407801,3.7346,4.28324,11.9553,5.20647,18.8348,2.24938,1.72404,8.02026,6.54527,7.16868,2.40213,3.39044,3.9852,2.86098,3.57003,3.16174,1.03782,2.82368,1.45134,3.22554,6.13674,7.67367,15.9405,8.06746,22.4048,5.41112,2.76186,10.8439,7.99661,10.3942,0.800711,1.13015,1.3284,0.953662,1.19001,1.05391,0.345939,0.941225,0.48378,1.07518,1.02547
8.8667,0.536834,0.243333,4,15,0,-0.148554,-0.121823,0.459164,3.7365,4.06037,11.4061,5.15568,18.7811,2.09162,1.16951,7.99961,6.33704,7.28237,2.37119,3.63517,3.99432,3.1127,3.47442,3.09297,1.12755,2.55054,1.51489,3.60407,6.1077,7.69554,15.4004,8.26837,22.2555,5.18459,2.29706,10.5502,7.85193,10.8864,0.790397,1.21172,1.33144,1.03757,1.15814,1.03099,0.37585,0.850181,0.504964,1.20136,1.36577
9.97388,0.559169,0.243333,4,15,0,0.148877,-0.321521,0.443126,3.64831,3.64949,11.538,6.89276,19.1119,2.44627,1.23814,8.46325,6.04949,8.03524,2.39047,4.0081,3.89995,1.32761,2.98838,2.64513,1.30377,2.07405,1.7663,2.74266,6.03878,7.65759,15.4379,8.22036,22.1003,5.0914,2.54191,10.5373,7.8158,10.7779,0.796824,1.33603,1.29998,0.442535,0.996126,0.881711,0.434589,0.691349,0.588767,0.914219,0.850177
8.80501,0.797305,0.243333,4,15,0,4.64914,0.0632122,0.286731,4.2522,4.26591,11.2445,6.0011,20.0839,1.34652,0.880428,7.32756,6.03551,7.09283,1.95431,3.26723,4.1991,3.84063,2.34649,3.97032,2.02796,3.10452,2.06246,3.65298,6.20651,7.53314,15.4436,9.84174,22.4304,5.31684,2.90839,10.4321,8.09797,10.7458,0.651436,1.08908,1.3997,1.28021,0.782163,1.32344,0.675988,1.03484,0.687486,1.21766,2.26164
8.78202,0.73855,0.243333,4,15,0,2.07594,-0.0281786,0.269943,3.44252,3.35267,10.9795,6.14651,19.0822,1.92024,0.365252,8.19028,5.86859,7.92961,1.98529,4.26416,4.40341,2.8581,2.84284,3.66238,2.62357,2.36774,2.1024,2.55093,5.42781,7.61683,15.3829,9.00461,21.925,5.58262,2.98882,10.558,7.97099,10.4805,0.661764,1.42139,1.4678,0.9527,0.947614,1.22079,0.874522,0.789247,0.700799,0.85031,1.06984
9.86495,0.995347,0.243333,4,15,0,0.469838,-0.0185179,0.468278,4.20436,3.56194,11.5877,5.98335,18.7176,2.1398,1.10136,8.93643,5.58636,7.32224,1.60214,4.05069,3.7563,2.40818,4.07675,3.01052,1.56028,1.91096,2.30744,3.24932,5.80649,7.61264,15.344,8.39153,22.7943,5.15032,2.66164,10.8474,7.8938,10.5716,0.534045,1.35023,1.2521,0.802725,1.35892,1.00351,0.520094,0.636987,0.769147,1.08311,0.722562
3.22344,0.794934,0.243333,4,15,0,1.91819,-0.126149,0.204699,3.36153,4.20739,11.6614,6.21407,19.6649,2.04225,0.157065,7.72859,5.84119,8.14315,3.3194,2.67917,3.46644,3.13052,2.01689,3.33153,2.65526,2.90113,2.10149,2.71439,6.68093,6.88655,15.1278,9.34459,21.6818,5.37378,2.81232,10.6297,7.94269,10.8575,1.10647,0.893055,1.15548,1.04351,0.672296,1.11051,0.885086,0.967043,0.700498,0.904797,0.945286
11.7424,1,0.243333,4,15,0,2.86168,-0.0237578,0.282893,4.06599,3.73973,11.7834,6.01218,18.8192,2.32098,0.452829,8.79922,5.4836,7.28636,1.83507,4.14443,3.59009,2.71168,3.69648,2.94653,2.08247,2.23187,2.35536,3.03532,5.90106,7.88416,15.3735,8.72386,22.5157,5.26752,2.5353,11.0311,7.83897,10.3217,0.611689,1.38148,1.1967,0.903895,1.23216,0.982178,0.694156,0.743957,0.785121,1.01177,1.00214
7.19438,0.835826,0.243333,4,15,0,5.14868,0.0465941,0.416926,4.39805,4.20287,11.459,6.59333,19.1517,1.84355,0.731904,7.90623,5.06922,7.44116,1.62363,3.60438,3.78793,4.18286,3.29041,3.53354,2.53554,2.94567,3.09246,2.92727,6.02167,7.80725,15.2469,10.7762,22.4421,5.3771,3.26744,10.8519,8.16167,10.3684,0.541209,1.20146,1.26264,1.39429,1.0968,1.17785,0.84518,0.981891,1.03082,0.975755,0.769723
7.64465,0.957335,0.243333,4,15,0,2.71545,0.20662,0.393189,4.14047,4.67241,11.2088,5.76024,19.3015,2.20501,0.230178,8.79566,6.57446,7.34149,2.00555,3.01821,4.25358,5.63204,3.16707,3.08204,2.57628,2.16851,1.67181,3.07925,6.14601,7.69062,15.4623,11.3923,22.4685,5.28705,2.80646,10.9642,8.24627,10.4207,0.668515,1.00607,1.41786,1.87735,1.05569,1.02735,0.858759,0.722835,0.557271,1.02642,1.49257
0.44867,0.761125,0.243333,4,15,0,9.91168,-0.347415,0.361796,2.52696,3.88087,11.3995,6.5921,20.2625,1.38244,0.82204,9.28717,5.90325,7.07997,3.39115,3.45825,4.1978,1.71354,1.98534,4.12249,1.88848,1.66775,2.26938,3.25191,5.9181,7.33912,15.5973,8.30564,22.2478,5.50492,2.71052,10.9549,8.17263,10.3319,1.13038,1.15275,1.39927,0.571181,0.661781,1.37416,0.629493,0.555916,0.756459,1.08397,0.945069
